nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x0000d424 0x0040e424 5   24   .text   utf32le Yu=!꠸
5135 0x0005a5f7 0x0045b5f7 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix0_0
5136 0x0005a616 0x0045b616 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix2_3
5137 0x0005a635 0x0045b635 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_7
5138 0x0005a654 0x0045b654 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_6
5139 0x0005a673 0x0045b673 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_9
5140 0x0005a692 0x0045b692 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_8
5141 0x0005a6b1 0x0045b6b1 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_5
5142 0x0005a6d0 0x0045b6d0 30  31   .text   ascii   m_tbPCSEEPromPositiveMatrix1_4
5143 0x0005a6ef 0x0045b6ef 27  28   .text   ascii   m_gbPCSEEPromNegativeMatrix
5144 0x0005a70b 0x0045b70b 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_1
5145 0x0005a72a 0x0045b72a 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_3
5146 0x0005a749 0x0045b749 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_1
5147 0x0005a768 0x0045b768 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_0
5148 0x0005a787 0x0045b787 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_7
5149 0x0005a7a6 0x0045b7a6 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_4
5150 0x0005a7c5 0x0045b7c5 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_6
5151 0x0005a7e4 0x0045b7e4 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_5
5152 0x0005a803 0x0045b803 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_9
5153 0x0005a822 0x0045b822 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_6
5154 0x0005a841 0x0045b841 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_0
5155 0x0005a860 0x0045b860 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_3
5156 0x0005a87f 0x0045b87f 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_7
5157 0x0005a89e 0x0045b89e 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_1
5158 0x0005a8bd 0x0045b8bd 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_8
5159 0x0005a8dc 0x0045b8dc 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_2
5160 0x0005a8fb 0x0045b8fb 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_5
5161 0x0005a91a 0x0045b91a 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_8
5162 0x0005a939 0x0045b939 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_4
5163 0x0005a958 0x0045b958 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_2
5164 0x0005a977 0x0045b977 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_9
5165 0x0005a996 0x0045b996 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_2
5166 0x0005a9b5 0x0045b9b5 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix0_0
5167 0x0005a9d4 0x0045b9d4 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix2_3
5168 0x0005a9f3 0x0045b9f3 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_7
5169 0x0005aa12 0x0045ba12 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_6
5170 0x0005aa31 0x0045ba31 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_9
5171 0x0005aa50 0x0045ba50 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_8
5172 0x0005aa6f 0x0045ba6f 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_5
5173 0x0005aa8e 0x0045ba8e 30  31   .text   ascii   m_tbPCSEEPromNegativeMatrix1_4
5174 0x0005aaad 0x0045baad 24  25   .text   ascii   m_tbPCSEEPromScannerType
5175 0x0005aac6 0x0045bac6 28  29   .text   ascii   m_tbPCSEEPromHardwareVersion
5176 0x0005aae3 0x0045bae3 25  26   .text   ascii   m_tbPCSEEPromSerialNumber
5177 0x0005aafd 0x0045bafd 29  30   .text   ascii   m_lblPCSEEPromHardwareVersion
5178 0x0005ab1b 0x0045bb1b 26  27   .text   ascii   m_lblPCSEEPromSerialNumber
5179 0x0005ab36 0x0045bb36 25  26   .text   ascii   m_lblPCSEEPromScannerType
5180 0x0005ab50 0x0045bb50 23  24   .text   ascii   m_gbPCSEEProm35mm16Base
5181 0x0005ab68 0x0045bb68 31  32   .text   ascii   m_lblPCSEEProm35mm16BaseIrSpeed
5182 0x0005ab88 0x0045bb88 34  35   .text   ascii   m_lblPCSEEProm35mm16BaseMotorSpeed
5183 0x0005abab 0x0045bbab 30  31   .text   ascii   m_lblPCSEEProm35mm16BaseOffset
5184 0x0005abca 0x0045bbca 34  35   .text   ascii   m_lblPCSEEProm35mm16BaseCCDStepper
5185 0x0005abed 0x0045bbed 35  36   .text   ascii   m_lblPCSEEProm35mm16BaseLensStepper
5186 0x0005ac11 0x0045bc11 30  31   .text   ascii   m_tbPCSEEProm35mm16BaseIrSpeed
5187 0x0005ac30 0x0045bc30 33  34   .text   ascii   m_tbPCSEEProm35mm16BaseMotorSpeed
5188 0x0005ac52 0x0045bc52 29  30   .text   ascii   m_tbPCSEEProm35mm16BaseOffset
5189 0x0005ac70 0x0045bc70 33  34   .text   ascii   m_tbPCSEEProm35mm16BaseCCDStepper
5190 0x0005ac92 0x0045bc92 34  35   .text   ascii   m_tbPCSEEProm35mm16BaseLensStepper
5191 0x0005acb5 0x0045bcb5 22  23   .text   ascii   m_gbPCSEEProm35mm8Base
5192 0x0005accc 0x0045bccc 29  30   .text   ascii   m_tbPCSEEProm35mm8BaseIrSpeed
5193 0x0005acea 0x0045bcea 32  33   .text   ascii   m_tbPCSEEProm35mm8BaseMotorSpeed
5194 0x0005ad0b 0x0045bd0b 28  29   .text   ascii   m_tbPCSEEProm35mm8BaseOffset
5195 0x0005ad28 0x0045bd28 32  33   .text   ascii   m_tbPCSEEProm35mm8BaseCCDStepper
5196 0x0005ad49 0x0045bd49 33  34   .text   ascii   m_tbPCSEEProm35mm8BaseLensStepper
5197 0x0005ad6b 0x0045bd6b 22  23   .text   ascii   m_gbPCSEEProm35mm4Base
5198 0x0005ad82 0x0045bd82 29  30   .text   ascii   m_tbPCSEEProm35mm4BaseIrSpeed
5199 0x0005ada0 0x0045bda0 32  33   .text   ascii   m_tbPCSEEProm35mm4BaseMotorSpeed
5200 0x0005adc1 0x0045bdc1 28  29   .text   ascii   m_tbPCSEEProm35mm4BaseOffset
5201 0x0005adde 0x0045bdde 32  33   .text   ascii   m_tbPCSEEProm35mm4BaseCCDStepper
5202 0x0005adff 0x0045bdff 33  34   .text   ascii   m_tbPCSEEProm35mm4BaseLensStepper
5203 0x0005ae21 0x0045be21 23  24   .text   ascii   m_gbPCSEEProm24mm16Base
5204 0x0005ae39 0x0045be39 30  31   .text   ascii   m_tbPCSEEProm24mm16BaseIrSpeed
5205 0x0005ae58 0x0045be58 33  34   .text   ascii   m_tbPCSEEProm24mm16BaseMotorSpeed
5206 0x0005ae7a 0x0045be7a 29  30   .text   ascii   m_tbPCSEEProm24mm16BaseOffset
5207 0x0005ae98 0x0045be98 33  34   .text   ascii   m_tbPCSEEProm24mm16BaseCCDStepper
5208 0x0005aeba 0x0045beba 34  35   .text   ascii   m_tbPCSEEProm24mm16BaseLensStepper
5209 0x0005aedd 0x0045bedd 22  23   .text   ascii   m_gbPCSEEProm24mm8Base
5210 0x0005aef4 0x0045bef4 29  30   .text   ascii   m_tbPCSEEProm24mm8BaseIrSpeed
5211 0x0005af12 0x0045bf12 32  33   .text   ascii   m_tbPCSEEProm24mm8BaseMotorSpeed
5212 0x0005af33 0x0045bf33 28  29   .text   ascii   m_tbPCSEEProm24mm8BaseOffset
5213 0x0005af50 0x0045bf50 32  33   .text   ascii   m_tbPCSEEProm24mm8BaseCCDStepper
5214 0x0005af71 0x0045bf71 33  34   .text   ascii   m_tbPCSEEProm24mm8BaseLensStepper
5215 0x0005af93 0x0045bf93 22  23   .text   ascii   m_gbPCSEEProm24mm4Base
5216 0x0005afaa 0x0045bfaa 29  30   .text   ascii   m_tbPCSEEProm24mm4BaseIrSpeed
5217 0x0005afc8 0x0045bfc8 32  33   .text   ascii   m_tbPCSEEProm24mm4BaseMotorSpeed
5218 0x0005afe9 0x0045bfe9 28  29   .text   ascii   m_tbPCSEEProm24mm4BaseOffset
5219 0x0005b006 0x0045c006 32  33   .text   ascii   m_tbPCSEEProm24mm4BaseCCDStepper
5220 0x0005b027 0x0045c027 33  34   .text   ascii   m_tbPCSEEProm24mm4BaseLensStepper
5221 0x0005b049 0x0045c049 32  33   .text   ascii   m_lbPCSEEPromMagnificationStatus
5222 0x0005b06a 0x0045c06a 35  36   .text   ascii   m_lbPCSEEPromOpticalAlignmentStatus
5223 0x0005b08e 0x0045c08e 27  28   .text   ascii   m_slPCSOpticalAlignmentBlue
5224 0x0005b0aa 0x0045c0aa 26  27   .text   ascii   m_slPCSOpticalAlignmentRed
5225 0x0005b0c5 0x0045c0c5 26  27   .text   ascii   m_pbPCSOpticalAlignmentRed
5226 0x0005b0e0 0x0045c0e0 27  28   .text   ascii   m_pbPCSOpticalAlignmentBlue
5227 0x0005b0fc 0x0045c0fc 23  24   .text   ascii   m_lbPCSAcquireIrResults
5228 0x0005b114 0x0045c114 25  26   .text   ascii   m_lbPCSAcquireBlueResults
5229 0x0005b12e 0x0045c12e 26  27   .text   ascii   m_lbPCSAcquireGreenResults
5230 0x0005b149 0x0045c149 24  25   .text   ascii   m_lbPCSAcquireRedResults
5231 0x0005b162 0x0045c162 16  17   .text   ascii   m_slPCSAcquireIr
5232 0x0005b173 0x0045c173 18  19   .text   ascii   m_slPCSAcquireBlue
5233 0x0005b186 0x0045c186 19  20   .text   ascii   m_slPCSAcquireGreen
5234 0x0005b19a 0x0045c19a 17  18   .text   ascii   m_slPCSAcquireRed
5235 0x0005b1ac 0x0045c1ac 17  18   .text   ascii   m_pbPCSAcquireRed
5236 0x0005b1be 0x0045c1be 19  20   .text   ascii   m_pbPCSAcquireGreen
5237 0x0005b1d2 0x0045c1d2 18  19   .text   ascii   m_pbPCSAcquireBlue
5238 0x0005b1e5 0x0045c1e5 16  17   .text   ascii   m_pbPCSAcquireIr
5239 0x0005b1f6 0x0045c1f6 17  18   .text   ascii   m_btnEEPromShowMe
5240 0x0005b208 0x0045c208 25  26   .text   ascii   m_panelAdvancedEEPromLoad
5241 0x0005b222 0x0045c222 22  23   .text   ascii   m_gbAdvancedEEPromLoad
5242 0x0005b239 0x0045c239 34  35   .text   ascii   m_tbAdvancedEEPromLoadSerialNumber
5243 0x0005b25c 0x0045c25c 51  52   .text   ascii   m_panelAdvancedCalibrationFullScannerIdentification
5244 0x0005b290 0x0045c290 48  49   .text   ascii   m_gbAdvancedCalibrationFullScannerIdentification
5245 0x0005b2c1 0x0045c2c1 58  59   .text   ascii   m_lblAdvancedCalibrationFullScannerIdentificationModelType
5246 0x0005b2fc 0x0045c2fc 64  65   .text   ascii   m_lblAdvancedCalibrationFullScannerIdentificationHardwareVersion
5247 0x0005b33d 0x0045c33d 61  62   .text   ascii   m_lblAdvancedCalibrationFullScannerIdentificationSerialNumber
5248 0x0005b37b 0x0045c37b 60  61   .text   ascii   m_tbAdvancedCalibrationFullScannerIdentificationSerialNumber
5249 0x0005b3b8 0x0045c3b8 57  58   .text   ascii   m_cbAdvancedCalibrationFullScannerIdentificationModelType
5250 0x0005b3f2 0x0045c3f2 66  67   .text   ascii   m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion135
5251 0x0005b435 0x0045c435 66  67   .text   ascii   m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion235
5252 0x0005b478 0x0045c478 66  67   .text   ascii   m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion335
5253 0x0005b4bb 0x0045c4bb 19  20   .text   ascii   m_panelLightControl
5254 0x0005b4cf 0x0045c4cf 5   6    .text   ascii   .ctor
5255 0x0005b4d5 0x0045c4d5 7   8    .text   ascii   Dispose
5256 0x0005b4dd 0x0045c4dd 19  20   .text   ascii   InitializeComponent
5257 0x0005b4f1 0x0045c4f1 4   5    .text   ascii   Main
5258 0x0005b4f6 0x0045c4f6 14  15   .text   ascii   Interop.LLCLib
5259 0x0005b505 0x0045c505 6   7    .text   ascii   LLCLib
5260 0x0005b50c 0x0045c50c 27  28   .text   ascii   WORKER_THREAD_OPERATION_000
5261 0x0005b528 0x0045c528 8   9    .text   ascii   LLCError
5262 0x0005b531 0x0045c531 11  12   .text   ascii   LLCHardware
5263 0x0005b53d 0x0045c53d 11  12   .text   ascii   LLCProgress
5264 0x0005b549 0x0045c549 14  15   .text   ascii   Interop.TLXLib
5265 0x0005b558 0x0045c558 6   7    .text   ascii   TLXLib
5266 0x0005b55f 0x0045c55f 8   9    .text   ascii   TLXError
5267 0x0005b568 0x0045c568 11  12   .text   ascii   TLXHardware
5268 0x0005b574 0x0045c574 15  16   .text   ascii   TLXScanProgress
5269 0x0005b584 0x0045c584 15  16   .text   ascii   TLXSaveProgress
5270 0x0005b594 0x0045c594 21  22   .text   ascii   AddPictureToSaveGroup
5271 0x0005b5aa 0x0045c5aa 21  22   .text   ascii   ImageFromClientBuffer
5272 0x0005b5c0 0x0045c5c0 13  14   .text   ascii   ErrorRecovery
5273 0x0005b5ce 0x0045c5ce 13  14   .text   ascii   CompletedTest
5274 0x0005b5dc 0x0045c5dc 7   8    .text   ascii   Acquire
5275 0x0005b5e4 0x0045c5e4 15  16   .text   ascii   ScannerFirmware
5276 0x0005b5f4 0x0045c5f4 20  21   .text   ascii   ClearFirmwareResults
5277 0x0005b609 0x0045c609 15  16   .text   ascii   ClearPTSResults
5278 0x0005b619 0x0045c619 15  16   .text   ascii   ClearPCSResults
5279 0x0005b629 0x0045c629 8   9    .text   ascii   LEDState
5280 0x0005b632 0x0045c632 6   7    .text   ascii   GetPTS
5281 0x0005b639 0x0045c639 6   7    .text   ascii   SetPTS
5282 0x0005b640 0x0045c640 6   7    .text   ascii   GetPCS
5283 0x0005b647 0x0045c647 7   8    .text   ascii   GetSave
5284 0x0005b64f 0x0045c64f 17  18   .text   ascii   SetFilmTrackTimer
5285 0x0005b661 0x0045c661 15  16   .text   ascii   SetAcquireTimer
5286 0x0005b671 0x0045c671 15  16   .text   ascii   FILM_FORMAT_000
5287 0x0005b681 0x0045c681 14  15   .text   ascii   RESOLUTION_000
5288 0x0005b690 0x0045c690 22  23   .text   ascii   InitializeFirmwarePage
5289 0x0005b6a7 0x0045c6a7 27  28   .text   ascii   InitializeLightPageToolTips
5290 0x0005b6c3 0x0045c6c3 17  18   .text   ascii   ShowAdvancedPanel
5291 0x0005b6d5 0x0045c6d5 18  19   .text   ascii   ShowAdvanced2Panel
5292 0x0005b6e8 0x0045c6e8 16  17   .text   ascii   SCANNER_TYPE_000
5293 0x0005b6f9 0x0045c6f9 34  35   .text   ascii   ShowAdvancedScannerHardwareVersion
5294 0x0005b71c 0x0045c71c 9   10   .text   ascii   EventArgs
5295 0x0005b726 0x0045c726 12  13   .text   ascii   formPTS_Load
5296 0x0005b733 0x0045c733 15  16   .text   ascii   CancelEventArgs
5297 0x0005b743 0x0045c743 15  16   .text   ascii   formPTS_Closing
5298 0x0005b753 0x0045c753 26  27   .text   ascii   tcRHS_SelectedIndexChanged
5299 0x0005b76e 0x0045c76e 20  21   .text   ascii   btnBrowserBack_Click
5300 0x0005b783 0x0045c783 23  24   .text   ascii   btnBrowserForward_Click
5301 0x0005b79b 0x0045c79b 13  14   .text   ascii   System.Timers
5302 0x0005b7a9 0x0045c7a9 16  17   .text   ascii   ElapsedEventArgs
5303 0x0005b7ba 0x0045c7ba 21  22   .text   ascii   OnTimedFilmTrackEvent
5304 0x0005b7d0 0x0045c7d0 19  20   .text   ascii   OnTimedAcquireEvent
5305 0x0005b7e4 0x0045c7e4 16  17   .text   ascii   btnExecute_Click
5306 0x0005b7f5 0x0045c7f5 15  16   .text   ascii   btnUpdate_Click
5307 0x0005b805 0x0045c805 19  20   .text   ascii   btnCancelScan_Click
5308 0x0005b819 0x0045c819 19  20   .text   ascii   btnCancelSave_Click
5309 0x0005b82d 0x0045c82d 21  22   .text   ascii   btnEEPromShowMe_Click
5310 0x0005b843 0x0045c843 37  38   .text   ascii   cbUSBBoardChange_SelectedIndexChanged
5311 0x0005b869 0x0045c869 39  40   .text   ascii   cbMotorBoardChange_SelectedIndexChanged
5312 0x0005b891 0x0045c891 36  37   .text   ascii   cbDXBoardChange_SelectedIndexChanged
5313 0x0005b8b6 0x0045c8b6 38  39   .text   ascii   cbLampBoardChange_SelectedIndexChanged
5314 0x0005b8dd 0x0045c8dd 37  38   .text   ascii   cbCCDBoardChange_SelectedIndexChanged
5315 0x0005b903 0x0045c903 37  38   .text   ascii   cbAPSBoardChange_SelectedIndexChanged
5316 0x0005b929 0x0045c929 19  20   .text   ascii   rbTestSensors_Click
5317 0x0005b93d 0x0045c93d 23  24   .text   ascii   rbTestDigitalPots_Click
5318 0x0005b955 0x0045c955 21  22   .text   ascii   rbTestAlignment_Click
5319 0x0005b96b 0x0045c96b 21  22   .text   ascii   rbLightFilm35mm_Click
5320 0x0005b981 0x0045c981 21  22   .text   ascii   rbLightFilm24mm_Click
5321 0x0005b997 0x0045c997 25  26   .text   ascii   rbLightResolution16_Click
5322 0x0005b9b1 0x0045c9b1 24  25   .text   ascii   rbLightResolution8_Click
5323 0x0005b9ca 0x0045c9ca 24  25   .text   ascii   rbLightResolution4_Click
5324 0x0005b9e3 0x0045c9e3 10  11   .text   ascii   cbIR_Click
5325 0x0005b9ee 0x0045c9ee 21  22   .text   ascii   UpdateTrackLightPixel
5326 0x0005ba04 0x0045ca04 19  20   .text   ascii   rbDisplayFull_Click
5327 0x0005ba18 0x0045ca18 20  21   .text   ascii   rbDisplayPixel_Click
5328 0x0005ba2d 0x0045ca2d 22  23   .text   ascii   trackLightPixel_Scroll
5329 0x0005ba44 0x0045ca44 19  20   .text   ascii   btnOffsetLeft_Click
5330 0x0005ba58 0x0045ca58 20  21   .text   ascii   btnOffsetReset_Click
5331 0x0005ba6d 0x0045ca6d 20  21   .text   ascii   btnOffsetRight_Click
5332 0x0005ba82 0x0045ca82 17  18   .text   ascii   DrawItemEventArgs
5333 0x0005ba94 0x0045ca94 21  22   .text   ascii   lbResultsRed_DrawItem
5334 0x0005baaa 0x0045caaa 23  24   .text   ascii   lbResultsGreen_DrawItem
5335 0x0005bac2 0x0045cac2 22  23   .text   ascii   lbResultsBlue_DrawItem
5336 0x0005bad9 0x0045cad9 20  21   .text   ascii   lbResultsIR_DrawItem
5337 0x0005baee 0x0045caee 20  21   .text   ascii   btnReverseFast_Click
5338 0x0005bb03 0x0045cb03 20  21   .text   ascii   btnReverseSlow_Click
5339 0x0005bb18 0x0045cb18 22  23   .text   ascii   btnTransportStop_Click
5340 0x0005bb2f 0x0045cb2f 20  21   .text   ascii   btnForwardSlow_Click
5341 0x0005bb44 0x0045cb44 20  21   .text   ascii   btnForwardFast_Click
5342 0x0005bb59 0x0045cb59 12  13   .text   ascii   rb35mm_Click
5343 0x0005bb66 0x0045cb66 12  13   .text   ascii   rb24mm_Click
5344 0x0005bb73 0x0045cb73 20  21   .text   ascii   rbTestSteppers_Click
5345 0x0005bb88 0x0045cb88 17  18   .text   ascii   rbTestFocus_Click
5346 0x0005bb9a 0x0045cb9a 26  27   .text   ascii   cb35mm4Base_CheckedChanged
5347 0x0005bbb5 0x0045cbb5 26  27   .text   ascii   cb35mm8Base_CheckedChanged
5348 0x0005bbd0 0x0045cbd0 27  28   .text   ascii   cb35mm16Base_CheckedChanged
5349 0x0005bbec 0x0045cbec 26  27   .text   ascii   cb24mm4Base_CheckedChanged
5350 0x0005bc07 0x0045cc07 26  27   .text   ascii   cb24mm8Base_CheckedChanged
5351 0x0005bc22 0x0045cc22 27  28   .text   ascii   cb24mm16Base_CheckedChanged
5352 0x0005bc3e 0x0045cc3e 31  32   .text   ascii   rbAdvancedActionFilmTrack_Click
5353 0x0005bc5e 0x0045cc5e 33  34   .text   ascii   rbAdvancedActionFilterWheel_Click
5354 0x0005bc80 0x0045cc80 28  29   .text   ascii   rbAdvancedActionEEProm_Click
5355 0x0005bc9d 0x0045cc9d 39  40   .text   ascii   rbAdvancedActionCalibrationWizard_Click
5356 0x0005bcc5 0x0045ccc5 33  34   .text   ascii   rbAdvancedActionLiveAcquire_Click
5357 0x0005bce7 0x0045cce7 34  35   .text   ascii   rbAdvancedAction4ChannelSave_Click
5358 0x0005bd0a 0x0045cd0a 16  17   .text   ascii   btnPCSNext_Click
5359 0x0005bd1b 0x0045cd1b 16  17   .text   ascii   btnPCSBack_Click
5360 0x0005bd2c 0x0045cd2c 17  18   .text   ascii   btnPCSClose_Click
5361 0x0005bd3e 0x0045cd3e 33  34   .text   ascii   rbAdvancedLiveAcquireFilm35_Click
5362 0x0005bd60 0x0045cd60 33  34   .text   ascii   rbAdvancedLiveAcquireFilm24_Click
5363 0x0005bd82 0x0045cd82 39  40   .text   ascii   rbAdvancedLiveAcquireResolution16_Click
5364 0x0005bdaa 0x0045cdaa 38  39   .text   ascii   rbAdvancedLiveAcquireResolution8_Click
5365 0x0005bdd1 0x0045cdd1 38  39   .text   ascii   rbAdvancedLiveAcquireResolution4_Click
5366 0x0005bdf8 0x0045cdf8 38  39   .text   ascii   cbAdvancedLiveAcquireIr_CheckedChanged
5367 0x0005be1f 0x0045ce1f 29  30   .text   ascii   rbAdvancedCalibrateFull_Click
5368 0x0005be3d 0x0045ce3d 38  39   .text   ascii   rbAdvancedCalibrateMagnification_Click
5369 0x0005be64 0x0045ce64 35  36   .text   ascii   rbAdvancedCalibrateMotorSpeed_Click
5370 0x0005be88 0x0045ce88 27  28   .text   ascii   rbAdvancedEEPromErase_Click
5371 0x0005bea4 0x0045cea4 33  34   .text   ascii   rbAdvancedEEPromScannerType_Click
5372 0x0005bec6 0x0045cec6 26  27   .text   ascii   rbAdvancedEEPromLoad_Click
5373 0x0005bee1 0x0045cee1 40  41   .text   ascii   rbAdvanced4ChannelSaveResolution16_Click
5374 0x0005bf0a 0x0045cf0a 39  40   .text   ascii   rbAdvanced4ChannelSaveResolution8_Click
5375 0x0005bf32 0x0045cf32 39  40   .text   ascii   rbAdvanced4ChannelSaveResolution4_Click
5376 0x0005bf5a 0x0045cf5a 76  77   .text   ascii   cbAdvancedCalibrationFullScannerIdentificationModelType_SelectedIndexChanged
5377 0x0005bfa7 0x0045cfa7 17  18   .text   ascii   KeyPressEventArgs
5378 0x0005bfb9 0x0045cfb9 41  42   .text   ascii   tbAdvancedEEPromLoadSerialNumber_KeyPress
5379 0x0005bfe3 0x0045cfe3 44  45   .text   ascii   tbAdvancedEEPromLoadSerialNumber_TextChanged
5380 0x0005c010 0x0045d010 6   7    .text   ascii   Invoke
5381 0x0005c017 0x0045d017 12  13   .text   ascii   IAsyncResult
5382 0x0005c024 0x0045d024 13  14   .text   ascii   AsyncCallback
5383 0x0005c032 0x0045d032 11  12   .text   ascii   BeginInvoke
5384 0x0005c03e 0x0045d03e 9   10   .text   ascii   EndInvoke
5385 0x0005c048 0x0045d048 7   8    .text   ascii   value__
5386 0x0005c050 0x0045d050 17  18   .text   ascii   SCANNER_TYPE_Size
5387 0x0005c062 0x0045d062 11  12   .text   ascii   AcquireTime
5388 0x0005c06e 0x0045d06e 13  14   .text   ascii   FilmTrackTime
5389 0x0005c07c 0x0045d07c 13  14   .text   ascii   FilmGuideTime
5390 0x0005c08a 0x0045d08a 15  16   .text   ascii   AppearanceValue
5391 0x0005c09e 0x0045d09e 8   9    .text   ascii   Firmware
5392 0x0005c0aa 0x0045d0aa 5   6    .text   ascii   Light
5393 0x0005c0b0 0x0045d0b0 9   10   .text   ascii   FilmTrack
5394 0x0005c0ba 0x0045d0ba 5   6    .text   ascii   Focus
5395 0x0005c0c0 0x0045d0c0 8   9    .text   ascii   Advanced
5396 0x0005c0c9 0x0045d0c9 9   10   .text   ascii   Alignment
5397 0x0005c0d3 0x0045d0d3 13  14   .text   ascii   Magnification
5398 0x0005c0e1 0x0045d0e1 6   7    .text   ascii   EEProm
5399 0x0005c0e8 0x0045d0e8 17  18   .text   ascii   UpdateTaskButtons
5400 0x0005c0fa 0x0045d0fa 24  25   .text   ascii   UpdateTaskButtonToolTips
5401 0x0005c113 0x0045d113 7   8    .text   ascii   Execute
5402 0x0005c11b 0x0045d11b 6   7    .text   ascii   Update
5403 0x0005c122 0x0045d122 6   7    .text   ascii   Cancel
5404 0x0005c129 0x0045d129 9   10   .text   ascii   CanCancel
5405 0x0005c133 0x0045d133 15  16   .text   ascii   FormPTSCallback
5406 0x0005c143 0x0045d143 12  13   .text   ascii   AfterAcquire
5407 0x0005c150 0x0045d150 19  20   .text   ascii   UpdateWizardButtons
5408 0x0005c164 0x0045d164 4   5    .text   ascii   Back
5409 0x0005c169 0x0045d169 4   5    .text   ascii   Next
5410 0x0005c16e 0x0045d16e 7   8    .text   ascii   Closing
5411 0x0005c176 0x0045d176 6   7    .text   ascii   GetTab
