nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f7 0x000000f7 6   7            ascii   ?Rich4
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7192 0x00070e34 0x10070e34 20  42   .rdata  utf16le iSaveToMemoryTimeout
7193 0x00070f48 0x10070f48 19  40   .rdata  utf16le HKEY_CURRENT_CONFIG
7194 0x00070f70 0x10070f70 13  28   .rdata  utf16le HKEY_DYN_DATA
7195 0x00070f8c 0x10070f8c 21  44   .rdata  utf16le HKEY_PERFORMANCE_DATA
7196 0x00070fb8 0x10070fb8 10  22   .rdata  utf16le HKEY_USERS
7197 0x00070fd0 0x10070fd0 18  38   .rdata  utf16le HKEY_LOCAL_MACHINE
7198 0x00070ff8 0x10070ff8 17  36   .rdata  utf16le HKEY_CURRENT_USER
7199 0x0007101c 0x1007101c 17  36   .rdata  utf16le HKEY_CLASSES_ROOT
7200 0x00071040 0x10071040 4   10   .rdata  utf16le HKCC
7201 0x0007104c 0x1007104c 4   10   .rdata  utf16le HKDD
7202 0x00071058 0x10071058 4   10   .rdata  utf16le HKPD
7203 0x0007106c 0x1007106c 4   10   .rdata  utf16le HKLM
7204 0x00071078 0x10071078 4   10   .rdata  utf16le HKCU
7205 0x00071084 0x10071084 4   10   .rdata  utf16le HKCR
7206 0x00071100 0x10071100 4   10   .rdata  utf16le .tlb
7207 0x000714c3 0x100714c3 7   9    .rdata  utf8    ~`=\vߏT\e
7208 0x000715c0 0x100715c0 5   12   .rdata  utf16le APPID
7209 0x000715e8 0x100715e8 23  48   .rdata  utf16le \Implemented Categories
7210 0x00071618 0x10071618 20  42   .rdata  utf16le \Required Categories
7211 0x00071644 0x10071644 6   14   .rdata  utf16le CLSID\
7212 0x000716d8 0x100716d8 8   18   .rdata  utf16le REGISTRY
7213 0x000716ec 0x100716ec 10  22   .rdata  utf16le Module_Raw
7214 0x00071704 0x10071704 6   14   .rdata  utf16le Module
7215 0x00071734 0x10071734 17  36   .rdata  utf16le %s\DMLDICELib.dll
7216 0x00071758 0x10071758 41  84   .rdata  utf16le HiResMegabytesTotal or HiResMegabytesRoll
7217 0x000717ac 0x100717ac 18  38   .rdata  utf16le Software\Pakon\TLA
7218 0x000717d4 0x100717d4 18  38   .rdata  utf16le EventScanCalibrate
7219 0x000717fc 0x100717fc 23  48   .rdata  utf16le See PakonErrorLogPI.txt
7220 0x00071838 0x10071838 7   16   .rdata  utf16le otation
7221 0x00071848 0x10071848 14  30   .rdata  utf16le iScalingMethod
7222 0x00071868 0x10071868 43  88   .rdata  utf16le File Format Incorrect for FastUpdate8BitDib
7223 0x000718c0 0x100718c0 42  86   .rdata  utf16le Color Adjustments without Image Correction
7224 0x00071918 0x10071918 41  84   .rdata  utf16le Image Correction without Color Correction
7225 0x0007196c 0x1007196c 12  26   .rdata  utf16le iSaveControl
7226 0x00071988 0x10071988 33  68   .rdata  utf16le iBoundingWidth_or_iBoundingHeight
7227 0x000719dc 0x100719dc 13  28   .rdata  utf16le Unknown Error
7228 0x000719f8 0x100719f8 21  44   .rdata  utf16le m_hEventScanCalibrate
7229 0x00071a24 0x10071a24 26  54   .rdata  utf16le m_hEventSaveToClientMemory
7230 0x00071a5c 0x10071a5c 15  32   .rdata  utf16le iSelectedHidden
7231 0x00071a7c 0x10071a7c 26  54   .rdata  utf16le iFilmColor or iScanControl
7232 0x00071ab8 0x10071ab8 35  72   .rdata  utf16le iScanControl = SCAN_RFT_SenseSplice
7233 0x00071b00 0x10071b00 12  26   .rdata  utf16le iScanControl
7234 0x00071b1c 0x10071b1c 10  22   .rdata  utf16le iStripMode
7235 0x00071b34 0x10071b34 10  22   .rdata  utf16le iBnWEffect
7236 0x00071b4c 0x10071b4c 11  24   .rdata  utf16le iSaturation
7237 0x00071b64 0x10071b64 26  54   .rdata  utf16le i_uiSaveToSharedMemorySize
7238 0x00071b9c 0x10071b9c 17  36   .rdata  utf16le iCalibrateControl
7239 0x00071bc0 0x10071bc0 15  32   .rdata  utf16le m_uiVersionHwDX
7240 0x00071bec 0x10071bec 4   6    .rdata  utf8    ێ"@i
7241 0x00071bf2 0x10071bf2 19  40   .rdata  utf16le AdvanceMilliseconds
7242 0x00071c1c 0x10071c1c 29  60   .rdata  utf16le iTenthsOfMillimetersPerSecond
7243 0x00071c58 0x10071c58 9   20   .rdata  utf16le %s\Mof\%s
7244 0x00071c6c 0x10071c6c 10  22   .rdata  utf16le \Mof\*.mof
7245 0x00071c88 0x10071c88 35  72   .rdata  utf16le %d.%d,%d,%d,%d,%d,%d,%d,%d,%d,%d,%d
7246 0x00071cd0 0x10071cd0 13  28   .rdata  utf16le iLampSaverSec
7247 0x00071cf0 0x10071cf0 32  66   .rdata  utf16le iDarkPointCorrectIntervalMinutes
7248 0x00071d34 0x10071d34 17  36   .rdata  utf16le i_uiNoFilmTimeOut
7249 0x00071d58 0x10071d58 18  38   .rdata  utf16le iColorPortraitMode
7250 0x00071d80 0x10071d80 17  36   .rdata  utf16le iMaxFilmLength_mm
7251 0x00071da4 0x10071da4 17  36   .rdata  utf16le i_uiMinMemoryUsed
7252 0x00071dc8 0x10071dc8 17  36   .rdata  utf16le i_uiMaxMemoryUsed
7253 0x00071dec 0x10071dec 25  52   .rdata  utf16le i_uiProcessedTriggerBytes
7254 0x00071e20 0x10071e20 26  54   .rdata  utf16le i_uiRingTailProcessedBytes
7255 0x00071e58 0x10071e58 22  46   .rdata  utf16le i_uiDriverTriggerBytes
7256 0x00071e88 0x10071e88 23  48   .rdata  utf16le i_uiRingTailDriverBytes
7257 0x00071eb8 0x10071eb8 24  50   .rdata  utf16le iWidthHR OR iWidthUnitHR
7258 0x00071ef0 0x10071ef0 70  142  .rdata  utf16le iWidthHR OR lCropHRLeft OR lCropHRTop OR lCropHRRight OR lCropHRBottom
7259 0x00071f80 0x10071f80 33  68   .rdata  utf16le ~TLA key to complete calibration~
7260 0x00071fc4 0x10071fc4 7   16   .rdata  utf16le iHeight
7261 0x00071fd8 0x10071fd8 35  72   .rdata  utf16le iMotorSpeed (ScannerVersionHw = %u)
7262 0x00072020 0x10072020 12  26   .rdata  utf16le iStepperLens
7263 0x00072040 0x10072040 36  74   .rdata  utf16le iStepperCCD %d, iStepperCCDAdjust %d
7264 0x00072090 0x10072090 38  78   .rdata  utf16le iMotorSpeed_Ir (ScannerVersionHw = %u)
7265 0x000720e0 0x100720e0 7   16   .rdata  utf16le iOffset
7266 0x000720f0 0x100720f0 31  64   .rdata  utf16le *piValue (CALIBRATE_MOF_Adjust)
7267 0x00072130 0x10072130 30  62   .rdata  utf16le *piValue (CALIBRATE_MOF_Write)
7268 0x00072170 0x10072170 20  42   .rdata  utf16le iCalibrateMofControl
7269 0x000721dd 0x100721dd 5   6    .rdata  ascii   =L9o<
7270 0x00072234 0x10072234 32  33   .rdata  ascii   Access violation - no RTTI data!
7271 0x00072258 0x10072258 17  18   .rdata  ascii   Bad dynamic_cast!
7272 0x000722d8 0x100722d8 17  18   .rdata  ascii   Unknown exception
7273 0x00072481 0x10072481 7   8    .rdata  ascii    (8PX\a\b
7274 0x00072489 0x10072489 6   7    .rdata  ascii   700WP\a
7275 0x00072498 0x10072498 7   8    .rdata  ascii   \b`h````
7276 0x000724a1 0x100724a1 9   10   .rdata  ascii   ppxxxx\b\a\b
7277 0x000724c0 0x100724c0 4   10   .rdata  utf16le ull)
7278 0x000724cc 0x100724cc 6   7    .rdata  ascii   (null)
7279 0x00072550 0x10072550 7   8    .rdata  ascii   FlsFree
7280 0x00072558 0x10072558 11  12   .rdata  ascii   FlsSetValue
7281 0x00072564 0x10072564 11  12   .rdata  ascii   FlsGetValue
7282 0x00072570 0x10072570 8   9    .rdata  ascii   FlsAlloc
7283 0x0007257c 0x1007257c 12  13   .rdata  ascii   kernel32.dll
7284 0x000725ac 0x100725ac 14  15   .rdata  ascii   CorExitProcess
7285 0x000725bc 0x100725bc 11  12   .rdata  ascii   mscoree.dll
7286 0x000725e4 0x100725e4 5   6    .rdata  ascii   e+000
7287 0x000725fe 0x100725fe 27  28   .rdata  ascii   GAIsProcessorFeaturePresent
7288 0x0007261c 0x1007261c 8   9    .rdata  ascii   KERNEL32
7289 0x00072634 0x10072634 21  22   .rdata  ascii   SunMonTueWedThuFriSat
7290 0x0007264c 0x1007264c 36  37   .rdata  ascii   JanFebMarAprMayJunJulAugSepOctNovDec
7291 0x00072700 0x10072700 4   5    .rdata  ascii   atan
7292 0x00072708 0x10072708 4   5    .rdata  ascii   ceil
7293 0x00072710 0x10072710 5   6    .rdata  ascii   floor
7294 0x00072718 0x10072718 4   5    .rdata  ascii   modf
7295 0x00072720 0x10072720 4   5    .rdata  ascii   exp2
7296 0x00072728 0x10072728 5   6    .rdata  ascii   exp10
7297 0x00072730 0x10072730 4   5    .rdata  ascii   log2
7298 0x00072740 0x10072740 5   6    .rdata  ascii   log10
7299 0x00072c15 0x10072c15 6   8    .rdata  utf8    ƻ?X&eB
7300 0x00072c47 0x10072c47 4   5    .rdata  ascii   ?Ltm
7301 0x00072c62 0x10072c62 4   5    .rdata  ascii   tLVv
7302 0x00072c77 0x10072c77 5   6    .rdata  ascii   ?h6_~
7303 0x00072cbc 0x10072cbc 4   5    .rdata  ascii   37.=
7304 0x00072cf7 0x10072cf7 5   6    .rdata  ascii   ?7Tf(
7305 0x00072d9b 0x10072d9b 5   6    .rdata  ascii   =\uI=
7306 0x00072da9 0x10072da9 4   5    .rdata  ascii   g:"(
7307 0x00072dbc 0x10072dbc 4   5    .rdata  ascii   $O1=
7308 0x00072e07 0x10072e07 4   6    .rdata  utf8    ?ֲa\n
7309 0x00072e1c 0x10072e1c 4   5    .rdata  ascii   uXO=
7310 0x00072e2c 0x10072e2c 4   5    .rdata  ascii   1w<=
7311 0x00072e32 0x10072e32 4   5    .rdata  ascii   >'eH
7312 0x00072eba 0x10072eba 5   7    .rdata  utf8    فpnJ=
7313 0x00072f21 0x10072f21 4   5    .rdata  ascii   Ht=c
7314 0x00072f5c 0x10072f5c 4   5    .rdata  ascii   t\f'=
7315 0x00072fa3 0x10072fa3 4   6    .rdata  utf8    W9!ٿ
7316 0x00073046 0x10073046 4   6    .rdata  utf8    Կ1y2
7317 0x000731bb 0x100731bb 4   5    .rdata  ascii   \a7\bM
7318 0x000731e6 0x100731e6 4   7    .rdata  utf8    ¿#6H
7319 0x000731f5 0x100731f5 5   7    .rdata  utf8    -¿=]P
7320 0x000732aa 0x100732aa 5   6    .rdata  ascii   g:I\eB
7321 0x000732d9 0x100732d9 6   7    .rdata  ascii   ]vQ<)8
7322 0x00073309 0x10073309 5   7    .rdata  utf8    mœFB*
7323 0x0007331b 0x1007331b 4   5    .rdata  ascii   _\r\eD
7324 0x00073332 0x10073332 4   5    .rdata  ascii   z1}B
7325 0x0007335b 0x1007335b 4   5    .rdata  ascii   X4I+
7326 0x000737a3 0x100737a3 8   9    .rdata  ascii   |)P!?Ua0
7327 0x000737ac 0x100737ac 4   5    .rdata  ascii   \t\t!=
7328 0x000737b4 0x100737b4 4   5    .rdata  ascii   +34?
7329 0x000737c6 0x100737c6 6   7    .rdata  ascii   ??7;\fW
7330 0x000737e4 0x100737e4 4   5    .rdata  ascii   MkK?
7331 0x000737f4 0x100737f4 5   7    .rdata  utf8    ɘP?*\b
7332 0x00073814 0x10073814 4   5    .rdata  ascii   R_V?
7333 0x00073833 0x10073833 5   6    .rdata  ascii   \r9&\?
7334 0x00073845 0x10073845 10  12   .rdata  utf8    \t_?߭Eb2]A=
7335 0x0007385c 0x1007385c 4   5    .rdata  ascii   f#I=
7336 0x00073865 0x10073865 5   6    .rdata  ascii   hb?O2
7337 0x0007386c 0x1007386c 4   5    .rdata  ascii   H`3=
7338 0x00073876 0x10073876 4   5    .rdata  ascii   c?e2
7339 0x00073883 0x10073883 5   7    .rdata  utf8    ԆLe?2
7340 0x000738a5 0x100738a5 4   5    .rdata  ascii   0h?[
7341 0x000738ab 0x100738ab 5   6    .rdata  ascii   2ieO=
7342 0x000738db 0x100738db 4   6    .rdata  utf8    ̈[8=
7343 0x000738eb 0x100738eb 5   6    .rdata  ascii   |W8A=
7344 0x000738f3 0x100738f3 4   6    .rdata  utf8    ՛ko?
7345 0x000738fb 0x100738fb 4   6    .rdata  utf8    qݲN=
7346 0x00073905 0x10073905 4   6    .rdata  ascii   np?z
7347 0x0007390b 0x1007390b 5   6    .rdata  ascii   m{\rM=
7348 0x00073914 0x10073914 4   5    .rdata  ascii   )(q?
7349 0x00073939 0x10073939 4   5    .rdata  ascii   }~:f
7350 0x00073954 0x10073954 6   7    .rdata  ascii   &\rt?,&
7351 0x00073976 0x10073976 7   8    .rdata  ascii   u?^p?o4
7352 0x00073984 0x10073984 4   5    .rdata  ascii   !9v?
7353 0x0007399c 0x1007399c 4   5    .rdata  ascii   GYM=
7354 0x000739a6 0x100739a6 5   6    .rdata  ascii   w?q\aC
7355 0x000739b4 0x100739b4 5   6    .rdata  ascii   Pex?0
7356 0x000739f4 0x100739f4 5   7    .rdata  utf8    6K{?ҝ
7357 0x000739fc 0x100739fc 4   5    .rdata  ascii   E\tM=
7358 0x00073a1c 0x10073a1c 4   5    .rdata  ascii   X-F=
7359 0x00073a25 0x10073a25 4   5    .rdata  ascii   w}?0
7360 0x00073a34 0x10073a34 7   9    .rdata  utf8    y1~?|"į
7361 0x00073a4c 0x10073a4c 4   5    .rdata  ascii   f\a@=
7362 0x00073a7a 0x10073a7a 5   7    .rdata  utf8    ̍x\vI=
7363 0x00073a85 0x10073a85 4   6    .rdata  utf8    р?wY
7364 0x00073a8b 0x10073a8b 5   6    .rdata  ascii   V%A+=
7365 0x00073aeb 0x10073aeb 4   6    .rdata  utf8    ؇\rK=
7366 0x00073b2c 0x10073b2c 4   5    .rdata  ascii   4';=
7367 0x00073b84 0x10073b84 5   9    .rdata  utf8    蠆?̸WU
7368 0x00073bfb 0x10073bfb 3   5    .rdata  ascii   q\t!
7369 0x00073cc3 0x10073cc3 4   5    .rdata  ascii   #D5p
7370 0x00073cfb 0x10073cfb 4   5    .rdata  ascii   \n^!E
7371 0x00073d63 0x10073d63 4   5    .rdata  ascii   La8i
7372 0x00073d6a 0x10073d6a 4   6    .rdata  utf8    ٬zF+
7373 0x00073da3 0x10073da3 4   5    .rdata  ascii   {4Wf
7374 0x00073e19 0x10073e19 5   7    .rdata  utf8    6MŞr<
7375 0x00073eb3 0x10073eb3 4   5    .rdata  ascii   Ai0T
7376 0x00073ed3 0x10073ed3 4   5    .rdata  ascii   @VNQ
7377 0x00073ed8 0x10073ed8 6   8    .rdata  utf8    ?|G¾d0
7378 0x00073f08 0x10073f08 4   5    .rdata  ascii   p4"%
7379 0x00073f22 0x10073f22 4   6    .rdata  utf8    `ȃ1D
7380 0x00073f4b 0x10073f4b 4   6    .rdata  utf8    6"dм
7381 0x000747d7 0x100747d7 5   7    .rdata  utf8    >.ܶlW
7382 0x000747ec 0x100747ec 4   5    .rdata  ascii   b\aH=
7383 0x0007481a 0x1007481a 5   7    .rdata  utf8    ݟP'E=
7384 0x00074847 0x10074847 4   6    .rdata  utf8    >.;ĝ
7385 0x0007491c 0x1007491c 4   5    .rdata  ascii   ls1=
7386 0x00074957 0x10074957 4   5    .rdata  ascii   ?PiB
7387 0x0007495c 0x1007495c 4   5    .rdata  ascii   {^C=
7388 0x000749b5 0x100749b5 5   6    .rdata  ascii    \a?5O
7389 0x000749e4 0x100749e4 4   5    .rdata  ascii   \e@\t?
7390 0x00074a14 0x10074a14 4   5    .rdata  ascii    `\v?
7391 0x00074a23 0x10074a23 5   6    .rdata  ascii   r" \f?
7392 0x00074a7a 0x10074a7a 5   7    .rdata  utf8    4±cC=
7393 0x00074a8c 0x10074a8c 4   5    .rdata  ascii   n{;=
7394 0x00074acc 0x10074acc 4   5    .rdata  ascii   3<L=
7395 0x00074ada 0x10074ada 5   7    .rdata  utf8    rF҈K=
7396 0x00074b37 0x10074b37 6   7    .rdata  ascii   ?|I7Z#
7397 0x00074b4c 0x10074b4c 4   5    .rdata  ascii   aDJ=
7398 0x00074b5a 0x10074b5a 6   7    .rdata  ascii   >,'1D=
7399 0x00074b6c 0x10074b6c 4   5    .rdata  ascii   +NB=
7400 0x00074bc7 0x10074bc7 9   10   .rdata  ascii   ?g)([|X>=
7401 0x00074c17 0x10074c17 4   5    .rdata  ascii   ?|[{
7402 0x00074c1c 0x10074c1c 4   5    .rdata  ascii   ~*L=
7403 0x00074c4c 0x10074c4c 4   5    .rdata  ascii   u!K=
7404 0x00074c73 0x10074c73 5   6    .rdata  ascii   fAp\e?
7405 0x00074cc7 0x10074cc7 5   6    .rdata  ascii   ?IT$7
7406 0x00074ce7 0x10074ce7 4   6    .rdata  utf8    ?0tЗ
7407 0x00074d54 0x10074d54 4   5    .rdata  ascii   -8 ?
7408 0x00074d64 0x10074d64 4   5    .rdata  ascii   .h ?
7409 0x00074da4 0x10074da4 4   5    .rdata  ascii   2 !?
7410 0x00074db3 0x10074db3 5   6    .rdata  ascii   \f4P!?
7411 0x00074df3 0x10074df3 5   6    .rdata  ascii   u8\b"?
7412 0x00074dfa 0x10074dfa 4   5    .rdata  ascii   !y##
7413 0x00074e04 0x10074e04 4   5    .rdata  ascii   98"?
7414 0x00074e14 0x10074e14 6   7    .rdata  ascii   :h"?bC
7415 0x00074e54 0x10074e54 4   5    .rdata  ascii   ? #?
7416 0x00074e64 0x10074e64 6   7    .rdata  ascii   @H#?43
7417 0x00074e74 0x10074e74 8   9    .rdata  ascii   Ax#?uN}*
7418 0x00074e8a 0x10074e8a 6   7    .rdata  ascii   r7Yr7=
7419 0x00074e9b 0x10074e9b 5   6    .rdata  ascii   .K="=
7420 0x00074eb4 0x10074eb4 7   8    .rdata  ascii   F0$?3=1
7421 0x00074ec4 0x10074ec4 6   7    .rdata  ascii   H`$?h|
7422 0x00074f06 0x10074f06 4   5    .rdata  ascii   %?uY
7423 0x00074f14 0x10074f14 4   5    .rdata  ascii   NH%?
7424 0x00074f24 0x10074f24 4   5    .rdata  ascii   Px%?
7425 0x00074f36 0x10074f36 5   6    .rdata  ascii   %?\9\f
7426 0x00074f56 0x10074f56 6   7    .rdata  ascii   &?~YK|
7427 0x00074f63 0x10074f63 7   9    .rdata  utf8    sU0&?WĻ
7428 0x00074f74 0x10074f74 4   5    .rdata  ascii   VX&?
7429 0x00075068 0x10075068 4   5    .rdata  ascii   4g%6
7430 0x000750fa 0x100750fa 5   6    .rdata  ascii   :]=O>
7431 0x00075108 0x10075108 6   8    .rdata  utf8    #w_jُB
7432 0x0007511b 0x1007511b 3   5    .rdata  ascii   (+E
7433 0x0007512a 0x1007512a 4   5    .rdata  ascii   V~|_
7434 0x0007527a 0x1007527a 4   6    .rdata  utf8    3Rʏ3
7435 0x00075288 0x10075288 4   5    .rdata  ascii   !|.4
7436 0x000752a8 0x100752a8 7   8    .rdata  ascii   G"jm\n>;
7437 0x00075328 0x10075328 4   6    .rdata  utf8    \bT3ʢ
7438 0x0007539b 0x1007539b 4   5    .rdata  ascii   /h\f7
7439 0x000754e8 0x100754e8 4   5    .rdata  ascii   6(`J
7440 0x00075538 0x10075538 6   8    .rdata  utf8    Mϲk:UG
7441 0x00075658 0x10075658 6   8    .rdata  utf8    ~ܾUY =
7442 0x000756db 0x100756db 4   5    .rdata  ascii   Bfe9
7443 0x0007571b 0x1007571b 4   5    .rdata  ascii   E=|\n
7444 0x0007576a 0x1007576a 5   6    .rdata  ascii   CqTR;
7445 0x000757d8 0x100757d8 7   9    .rdata  utf8    \aAiFC.ֿ
7446 0x00075807 0x10075807 5   6    .rdata  ascii   ?]\b[S
7447 0x00075857 0x10075857 4   5    .rdata  ascii   ?5a1
7448 0x0007588d 0x1007588d 4   5    .rdata  ascii   :@<\e
7449 0x000758df 0x100758df 5   6    .rdata  ascii   <{Q}<
7450 0x00075909 0x10075909 5   6    .rdata  ascii   hI{L[
7451 0x0007595f 0x1007595f 7   8    .rdata  ascii   <8bunz8
7452 0x00075997 0x10075997 4   5    .rdata  ascii   ?}\r?
7453 0x000759cf 0x100759cf 4   5    .rdata  ascii   <V/>
7454 0x00075a17 0x10075a17 5   6    .rdata  ascii   ?(FN\
7455 0x00075aa2 0x10075aa2 4   5    .rdata  ascii   a`\bN
7456 0x00075adc 0x10075adc 6   8    .rdata  utf8    b˙<'*6
7457 0x00075ae9 0x10075ae9 6   9    .rdata  utf8    B쯗C}<\r
7458 0x00075af7 0x10075af7 4   5    .rdata  ascii   ?3xj
7459 0x00075b5b 0x10075b5b 6   9    .rdata  utf8    [ᕂ<)TH
7460 0x00075b7c 0x10075b7c 6   7    .rdata  ascii   \eK<<H!
7461 0x00075c49 0x10075c49 5   6    .rdata  ascii   m1WY$
7462 0x00075cdf 0x10075cdf 4   6    .rdata  utf8    <۠*B
7463 0x00075d17 0x10075d17 7   9    .rdata  utf8    ?#%X.y֝
7464 0x00075d47 0x10075d47 5   7    .rdata  utf8    ?Ѕ\e|[
7465 0x00075d6c 0x10075d6c 6   7    .rdata  ascii   F||<##
7466 0x00075d7d 0x10075d7d 4   5    .rdata  ascii   $x<e
7467 0x00075d82 0x10075d82 4   5    .rdata  ascii   ]{f\f
7468 0x00075d9f 0x10075d9f 4   5    .rdata  ascii   <]%>
7469 0x00075e07 0x10075e07 5   7    .rdata  utf8    ?\aׄ0^
7470 0x00075e2a 0x10075e2a 5   6    .rdata  ascii   T~OXu
7471 0x00075e37 0x10075e37 4   5    .rdata  ascii   ?.)T
7472 0x00075ec2 0x10075ec2 4   5    .rdata  ascii   \aJ-\a
7473 0x00075ec9 0x10075ec9 4   5    .rdata  ascii   zyC7
7474 0x00075f1b 0x10075f1b 5   7    .rdata  utf8    xWڒ<_
7475 0x00075f5c 0x10075f5c 4   7    .rdata  utf8    "Ւ<ڐ
7476 0x00075f92 0x10075f92 4   5    .rdata  ascii   k7+%
7477 0x00075f9f 0x10075f9f 7   8    .rdata  ascii   <@En[vP
7478 0x000761e0 0x100761e0 33  68   .rdata  utf16le          (((((                  H
7479 0x000763e2 0x100763e2 33  68   .rdata  utf16le          h((((                  H
7480 0x000764e0 0x100764e0 34  70   .rdata  utf16le                                  H
7481 0x000765e8 0x100765e8 32  66   .rdata  utf16le         h((((                  H
7482 0x000766ee 0x100766ee 7   8    .rdata  ascii   \a\b\t\n\v\f\r
7483 0x00076707 0x10076707 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
7484 0x00076794 0x10076794 13  15   .rdata  ascii   runtime error
7485 0x000767a4 0x100767a4 13  14   .rdata  ascii   TLOSS error\r\n
7486 0x000767b4 0x100767b4 12  13   .rdata  ascii   SING error\r\n
7487 0x000767c4 0x100767c4 14  15   .rdata  ascii   DOMAIN error\r\n
7488 0x000767d8 0x100767d8 161 162  .rdata  ascii   R6029\r\n- This application cannot run using the active version of the Microsoft .NET Runtime\nPlease contact the application's support team for more information.\r\n
7489 0x0007687c 0x1007687c 36  37   .rdata  ascii   R6028\r\n- unable to initialize heap\r\n
7490 0x000768a4 0x100768a4 52  53   .rdata  ascii   R6027\r\n- not enough space for lowio initialization\r\n
7491 0x000768dc 0x100768dc 52  53   .rdata  ascii   R6026\r\n- not enough space for stdio initialization\r\n
7492 0x00076914 0x10076914 37  38   .rdata  ascii   R6025\r\n- pure virtual function call\r\n
7493 0x0007693c 0x1007693c 52  53   .rdata  ascii   R6024\r\n- not enough space for _onexit/atexit table\r\n
7494 0x00076974 0x10076974 40  41   .rdata  ascii   R6019\r\n- unable to open console device\r\n
7495 0x000769a0 0x100769a0 32  33   .rdata  ascii   R6018\r\n- unexpected heap error\r\n
7496 0x000769c4 0x100769c4 44  45   .rdata  ascii   R6017\r\n- unexpected multithread lock error\r\n
7497 0x000769f4 0x100769f4 43  44   .rdata  ascii   R6016\r\n- not enough space for thread data\r\n
7498 0x00076a20 0x10076a20 149 150  .rdata  ascii   \r\nThis application has requested the Runtime to terminate it in an unusual way.\nPlease contact the application's support team for more information.\r\n
7499 0x00076ab8 0x10076ab8 43  44   .rdata  ascii   R6009\r\n- not enough space for environment\r\n
7500 0x00076ae4 0x10076ae4 41  42   .rdata  ascii   R6008\r\n- not enough space for arguments\r\n
7501 0x00076b10 0x10076b10 36  37   .rdata  ascii   R6002\r\n- floating point not loaded\r\n
7502 0x00076b38 0x10076b38 36  37   .rdata  ascii   Microsoft Visual C++ Runtime Library
7503 0x00076b64 0x10076b64 24  26   .rdata  ascii   Runtime Error!\n\nProgram:
7504 0x00076b84 0x10076b84 22  23   .rdata  ascii   <program name unknown>
7505 0x00076b9c 0x10076b9c 8   10   .rdata  ascii   Program:
7506 0x00076ba8 0x10076ba8 159 160  .rdata  ascii   A buffer overrun has been detected which has corrupted the program's\ninternal state.  The program cannot safely continue execution and must\nnow be terminated.\n
7507 0x00076c48 0x10076c48 24  25   .rdata  ascii   Buffer overrun detected!
7508 0x00076c68 0x10076c68 176 177  .rdata  ascii   A security error of unknown cause has been detected which has\ncorrupted the program's internal state.  The program cannot safely\ncontinue execution and must now be terminated.\n
7509 0x00076d1c 0x10076d1c 34  35   .rdata  ascii   Unknown security failure detected!
7510 0x00076d4c 0x10076d4c 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
7511 0x00076e3c 0x10076e3c 10  11   .rdata  ascii   _nextafter
7512 0x00076e48 0x10076e48 5   6    .rdata  ascii   _logb
7513 0x00076e5c 0x10076e5c 5   6    .rdata  ascii   frexp
7514 0x00076e64 0x10076e64 4   5    .rdata  ascii   fmod
7515 0x00076e6c 0x10076e6c 6   7    .rdata  ascii   _hypot
7516 0x00076e74 0x10076e74 5   6    .rdata  ascii   _cabs
7517 0x00076e7c 0x10076e7c 5   6    .rdata  ascii   ldexp
7518 0x00076e84 0x10076e84 4   5    .rdata  ascii   fabs
7519 0x00076e98 0x10076e98 4   5    .rdata  ascii   sqrt
7520 0x00076ea0 0x10076ea0 5   6    .rdata  ascii   atan2
7521 0x00076ea8 0x10076ea8 4   5    .rdata  ascii   acos
7522 0x00076eb0 0x10076eb0 4   5    .rdata  ascii   asin
7523 0x00076eb8 0x10076eb8 4   5    .rdata  ascii   tanh
7524 0x00076ec0 0x10076ec0 4   5    .rdata  ascii   cosh
7525 0x00076ec8 0x10076ec8 4   5    .rdata  ascii   sinh
7526 0x00076efc 0x10076efc 8   9    .rdata  ascii   HH:mm:ss
7527 0x00076f08 0x10076f08 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
7528 0x00076f1c 0x10076f1c 8   9    .rdata  ascii   MM/dd/yy
7529 0x00076f30 0x10076f30 8   9    .rdata  ascii   December
7530 0x00076f3c 0x10076f3c 8   9    .rdata  ascii   November
7531 0x00076f48 0x10076f48 7   8    .rdata  ascii   October
